wavelength,ATTO 594 ab,wavelength,ATTO 594 em
398,0.05565801,398,
399,0.056445888,399,
400,0.056870131,400,
401,0.056935066,401,
402,0.056640693,402,
403,0.056073593,403,
404,0.055212122,404,
405,0.054121213,405,
406,0.052952382,406,
407,0.051748918,407,
408,0.050354978,408,
409,0.048658009,409,
410,0.046922078,410,
411,0.045168831,411,
412,0.043463203,412,
413,0.041627705,413,
414,0.039861471,414,
415,0.038030302,415,
416,0.036090909,416,
417,0.033909091,417,
418,0.031969698,418,
419,0.030138529,419,
420,0.028372295,420,
421,0.026536797,421,
422,0.024831169,422,
423,0.023077922,423,
424,0.0214329,424,
425,0.019675325,425,
426,0.018112554,426,
427,0.016675325,427,
428,0.015341991,428,
429,0.014047619,429,
430,0.012969697,430,
431,0.011909091,431,
432,0.010909091,432,
433,0.009969697,433,
434,0.009047619,434,
435,0.008251082,435,
436,0.007735931,436,
437,0.007281386,437,
438,0.006909091,438,
439,0.006597403,439,
440,0.006372295,440,
441,0.006168831,441,
442,0.005831169,442,
443,0.005536797,443,
444,0.005463203,444,
445,0.005168831,445,
446,0.004831169,446,
447,0.004536797,447,
448,0.004372294,448,
449,0.004138528,449,
450,0.003969697,450,
451,0.003909091,451,
452,0.004,452,
453,0.004,453,
454,0.004,454,
455,0.004,455,
456,0.004,456,
457,0.004,457,
458,0.004,458,
459,0.003909091,459,
460,0.003969697,460,
461,0.004138528,461,
462,0.004372294,462,
463,0.004536797,463,
464,0.004831169,464,
465,0.005168831,465,
466,0.005372294,466,
467,0.005597403,467,
468,0.006,468,
469,0.006311688,469,
470,0.006688312,470,
471,0.007,471,
472,0.007311689,472,
473,0.007688312,473,
474,0.007909091,474,
475,0.008372294,475,
476,0.008766234,476,
477,0.009203463,477,
478,0.009796537,478,
479,0.010233766,479,
480,0.010627706,480,
481,0.011,481,
482,0.011372294,482,
483,0.011766234,483,
484,0.012112554,484,
485,0.012766234,485,
486,0.013372294,486,
487,0.013909091,487,
488,0.014597403,488,
489,0.015281386,489,
490,0.016047619,490,
491,0.016939394,491,
492,0.018047619,492,
493,0.019281385,493,
494,0.020597402,494,
495,0.021909091,495,
496,0.023281386,496,
497,0.024735931,497,
498,0.026251083,498,
499,0.02804762,499,
500,0.029969698,500,
501,0.031909092,501,
502,0.034,502,
503,0.03590909,503,
504,0.037969697,504,
505,0.040138527,505,
506,0.042372294,506,
507,0.044627705,507,
508,0.046861471,508,
509,0.049030302,509,
510,0.051090908,510,
511,0.052999999,511,
512,0.055,512,
513,0.057,513,
514,0.059090909,514,
515,0.061030303,515,
516,0.062952381,516,
517,0.064658009,517,
518,0.066233767,518,
519,0.067766234,519,
520,0.069341992,520,
521,0.070956711,521,
522,0.072848486,522,
523,0.074926407,523,
524,0.07738961,524,
525,0.079926406,525,
526,0.082666667,526,
527,0.085805195,527,
528,0.089406927,528,
529,0.093316018,529,
530,0.097774892,530,
531,0.102714285,531,
532,0.108086579,532,
533,0.113913419,533,
534,0.120194808,534,
535,0.1271039,535,
536,0.134883122,536,
537,0.143134204,537,
538,0.152056281,538,
539,0.161541128,539,
540,0.171549783,540,
541,0.182064934,541,
542,0.192757575,542,
543,0.203787879,543,
544,0.215138531,544,
545,0.226463204,545,
546,0.237748919,546,
547,0.248935067,547,
548,0.259852816,548,
549,0.270359308,549,
550,0.279956709,550,
551,0.288740257,551,
552,0.296627704,552,
553,0.303402594,553,
554,0.309090906,554,
555,0.313718612,555,
556,0.317173161,556,0.001109091
557,0.319718617,557,0.000960606
558,0.320909098,558,0.000887879
559,0.321160178,559,0.000890909
560,0.320753255,560,0.000969697
561,0.319458882,561,0.001138528
562,0.317731604,562,0.001281385
563,0.315580084,563,0.001597403
564,0.31319047,564,0.001909091
565,0.311125534,565,0.002281385
566,0.30928571,566,0.002735931
567,0.30801298,567,0.003251082
568,0.307580083,568,0.004047619
569,0.307909091,569,0.004878788
570,0.309389613,570,0.005878788
571,0.312034635,571,0.007047619
572,0.316056279,572,0.008160173
573,0.321822515,573,0.00952381
574,0.329103902,574,0.011268398
575,0.338073595,575,0.013255411
576,0.348839826,576,0.015835498
577,0.361264068,577,0.018761905
578,0.37571861,578,0.022428571
579,0.392090904,579,0.026497836
580,0.41040259,580,0.031186147
581,0.430718612,581,0.036796537
582,0.452861478,582,0.0434329
583,0.47712122,583,0.05095671
584,0.503303039,584,0.059848484
585,0.531103908,585,0.069835497
586,0.560683989,586,0.081086578
587,0.591896111,587,0.093792208
588,0.624510825,588,0.108212122
589,0.658212126,589,0.1244026
590,0.692774894,590,0.142688313
591,0.727999998,591,0.163000001
592,0.763225112,592,0.185493505
593,0.798060611,593,0.209839825
594,0.831852812,594,0.235753244
595,0.864324678,595,0.26361039
596,0.894692647,596,0.293303035
597,0.922307364,597,0.324614724
598,0.946675325,598,0.357883122
599,0.96705628,599,0.392714289
600,0.982818195,600,0.429160179
601,0.993610398,601,0.466857148
602,0.998965369,602,0.505536801
603,0.998943721,603,0.545064932
604,0.993086568,604,0.585043289
605,0.981593052,605,0.624744582
606,0.964610372,606,0.663861464
607,0.942190462,607,0.701731591
608,0.914822515,608,0.738359301
609,0.882878795,609,0.77307792
610,0.847012999,610,0.80572295
611,0.807896113,611,0.836329001
612,0.765909084,612,0.864597402
613,0.722073585,613,0.890406925
614,0.677034626,614,0.913432907
615,0.631372291,615,0.933809525
616,0.585913429,616,0.951783553
617,0.541000011,617,0.966761912
618,0.497177501,618,0.978926417
619,0.455021653,619,0.988385283
620,0.414402598,620,0.994978358
621,0.375878788,621,0.999034635
622,0.339614718,622,1.00037663
623,0.305580083,623,0.9991342
624,0.274034629,624,0.995653685
625,0.244865801,625,0.989640698
626,0.218207793,626,0.981264077
627,0.194017317,627,0.970735941
628,0.171969701,628,0.958177505
629,0.151939398,629,0.944103908
630,0.134043293,630,0.928809528
631,0.11787013,631,0.912372288
632,0.103428571,632,0.895138519
633,0.090571429,633,0.876969677
634,0.07912987,634,0.857727252
635,0.06895671,635,0.837757563
636,0.059969697,636,0.816943711
637,0.052000001,637,0.795658
638,0.045030304,638,0.773870126
639,0.039043291,639,0.751722946
640,0.033870131,640,0.729445892
641,0.029337663,641,0.707177487
642,0.025450217,642,0.685212116
643,0.022147186,643,0.66429004
644,0.01934632,644,0.644601726
645,0.016896104,645,0.626212115
646,0.014757576,646,0.608774894
647,0.01295671,647,0.591818195
648,0.011251082,648,0.574709975
649,0.009554113,649,0.557367979
650,0.008220779,650,0.539926416
651,0.007186147,651,0.522597409
652,0.006251082,652,0.505809529
653,0.005506494,653,0.490060604
654,0.004909091,654,0.475541122
655,0.004372294,655,0.462090904
656,0.003766234,656,0.449580082
657,0.003112554,657,0.437922072
658,0.002675325,658,0.427073589
659,0.0024329,659,0.416930732
660,0.002077922,660,0.40747619
661,0.001831169,661,0.39882251
662,0.001536797,662,0.390683977
663,0.001372294,663,0.383086574
664,0.001138528,664,0.376034623
665,0.000969697,665,0.369177486
666,0.000909091,666,0.362896101
667,0.001,667,0.356835497
668,0.001,668,0.35112987
669,0.001,669,0.345783548
670,0.001,670,0.340623374
671,0.001,671,0.335675326
672,0.001,672,0.330740262
673,0.001,673,0.325909098
674,,674,0.321138538
675,,675,0.316342001
676,,676,0.311675335
677,,677,0.307203471
678,,678,0.302796542
679,,679,0.298324679
680,,680,0.293658014
681,,681,0.288861475
682,,682,0.284000005
683,,683,0.279229441
684,,684,0.274372296
685,,685,0.269718613
686,,686,0.26489177
687,,687,0.259982678
688,,688,0.254839826
689,,689,0.249264067
690,,690,0.243718616
691,,691,0.238
692,,692,0.232281386
693,,693,0.226735932
694,,694,0.221251083
695,,695,0.216138531
696,,696,0.211000004
697,,697,0.205861474
698,,698,0.200658009
699,,699,0.195233767
700,,700,0.189766234
701,,701,0.184341991
702,,702,0.179047619
703,,703,0.173878788
704,,704,0.168878785
705,,705,0.164047616
706,,706,0.159341989
707,,707,0.154675326
708,,708,0.150112554
709,,709,0.145675326
710,,710,0.1414329
711,,711,0.137077918
712,,712,0.132831163
713,,713,0.128536792
714,,714,0.124281382
715,,715,0.120017315
716,,716,0.115987012
717,,717,0.112298702
718,,718,0.109108225
719,,719,0.105818182
720,,720,0.10274026
721,,721,0.099766233
722,,722,0.096653679
723,,723,0.09373593
724,,724,0.090878787
725,,725,0.088281384
726,,726,0.085766234
727,,727,0.083112554
728,,728,0.080766234
729,,729,0.078281385
730,,730,0.075878788
731,,731,0.073735932
732,,732,0.071653681
733,,733,0.069766235
734,,734,0.067740262
735,,735,0.065909092
736,,736,0.064229438
737,,737,0.062281386
738,,738,0.060597403
739,,739,0.058909092
740,,740,0.057281386
741,,741,0.055735932
742,,742,0.054341992
743,,743,0.053077922
744,,744,0.051831169
745,,745,0.050536796
746,,746,0.049372293
747,,747,0.048138528
748,,748,0.046969696
749,,749,0.045909091
750,,750,0.045
751,,751,0.044000001
752,,752,0.043000001
753,,753,0.042
754,,754,0.041
755,,755,0.04
756,,756,0.039
757,,757,0.037999999
758,,758,0.03690909
759,,759,0.035969697
760,,760,0.035138528
761,,761,0.034281386
762,,762,0.033597404
763,,763,0.033000002
764,,764,0.03231169
765,,765,0.031688312
766,,766,0.031
767,,767,0.030402597
768,,768,0.029718614
769,,769,0.028770562
770,,770,0.028
771,,771,0.027138529
772,,772,0.026251083
773,,773,0.025735932
774,,774,0.025281386
775,,775,0.025
776,,776,0.024718615
777,,777,0.02417316
778,,778,0.023718615
779,,779,0.023
780,,780,0.022372294
781,,781,0.021766234
782,,782,0.021203463
783,,783,0.020705628
784,,784,0.020294372
785,,785,0.019705627
786,,786,0.019294371
787,,787,0.018705627
788,,788,0.018294372
789,,789,0.017705627
790,,790,0.017294373
791,,791,0.016705628
792,,792,0.016294373
793,,793,0.015705629
794,,794,0.015203464
795,,795,0.014766234
796,,796,0.014372294
797,,797,0.013909091
798,,798,0.013597403
799,,799,0.013372294
800,,800,0.013168831
801,,801,0.012922078
802,,802,0.0125671
803,,803,0.012233766
804,,804,0.011766234
805,,805,0.0114329
806,,806,0.011077922
807,,807,0.010831169
808,,808,0.010627706
809,,809,0.010402597
810,,810,0.01
811,,811,0.009597402
812,,812,0.009372294
813,,813,0.009168831
814,,814,0.008831169
815,,815,0.008536796
816,,816,0.008372294
817,,817,0.008138528
818,,818,0.008060607
819,,819,0.007939394
820,,820,0.007861472
821,,821,0.007627706
822,,822,0.007372295
823,,823,0.007229437
824,,824,0.007
825,,825,0.006770563
826,,826,0.006627706
827,,827,0.006372295
828,,828,0.006138528
829,,829,0.006060606
830,,830,0.005939394
831,,831,0.005861472
832,,832,0.005627706
833,,833,0.005372294
834,,834,0.005138528
835,,835,0.004969697
836,,836,0.004909091
837,,837,0.005
838,,838,0.005
839,,839,0.005
840,,840,0.005090909
841,,841,0.005030303
842,,842,0.004861472
843,,843,0.004627706
844,,844,0.004372294
845,,845,0.004138528
846,,846,0.003969697
847,,847,0.003909091
848,,848,0.004
849,,849,0.004
850,,850,0.004090909
851,,851,0.004030303
852,,852,0.003861472
853,,853,0.003627706
854,,854,0.003372294
855,,855,0.003138528
856,,856,0.002969697
857,,857,0.002909091
858,,858,0.003
859,,859,0.003
860,,860,0.003
861,,861,0.003
862,,862,0.003
863,,863,0.003
864,,864,0.003
865,,865,0.003
866,,866,0.003090909
867,,867,0.003030303
868,,868,0.002861472
869,,869,0.002627706
870,,870,0.002372294
871,,871,0.002138528
872,,872,0.001969697
873,,873,0.001909091
874,,874,0.002
875,,875,0.002
876,,876,0.002
877,,877,0.002
878,,878,0.002
879,,879,0.002
880,,880,0.002
881,,881,0.002
882,,882,0.002
883,,883,0.002
884,,884,0.002
885,,885,0.002
886,,886,0.002
887,,887,0.002
888,,888,0.002
889,,889,0.002
890,,890,0.002
891,,891,0.002
892,,892,0.002090909
893,,893,0.002030303
894,,894,0.001861472
895,,895,0.001627706
896,,896,0.001372294
897,,897,0.001138528
898,,898,0.000969697
899,,899,0.000909091
900,,900,0.001
901,,901,0.001
902,,902,0.001
903,,903,0.001
904,,904,0.001
905,,905,0.001
906,,906,0.001
907,,907,0.001
908,,908,0.001
909,,909,0.001
910,,910,0.001
911,,911,0.001
912,,912,0.001
913,,913,0.001
914,,914,0.001
915,,915,0.001
916,,916,0.001
917,,917,0.001
918,,918,0.001
919,,919,0.001
920,,920,0.001
921,,921,0.001
922,,922,0.001
923,,923,0.001
924,,924,0.001
925,,925,0.001
926,,926,0.001
927,,927,0.001
928,,928,0.001
929,,929,0.001
930,,930,0.001
931,,931,0.001
932,,932,0.001
933,,933,0.001
934,,934,0.001
935,,935,0.001
936,,936,0.001
937,,937,0.001
938,,938,0.001
939,,939,0.001
940,,940,0.001
941,,941,0.001
942,,942,0.001
943,,943,0.001
